####################;x
##### CLIMATES #####;x {
####################;x
##### AREA TERRAINS #####;x {
#########################;x
white_mountains;§gWhite Mountains§!\n\nAlso known as the Ered Nimrais, meaning 'Mountains of the White Horns', the snow-capped mountainrange reaches from the tip of Andrast in the West to the height of the Mindolluin in the East and makes up a impenetrable barrier between the populated parts of Gondor and the Lands of Calenardhon to the North. Many of Gondors and Rohans freshwater streams originate in the fringes of these peaks to flow into the Sea of Belegaer or become a tributary of the Great River Anduin;x
conifer_forest;§gConifer Forest§!;x
anduin_wetlands;§gMarshes of the Anduin§!\n\nAlong the shores of the Great River there are many marshes. These marshes make movement and civilization difficult, and are generally avoided except by outlaws and those hunting said outlaws.;x
##########################;x }
##### GONDOR TERRAINS #####;x {
##########################;x
anorien;§gPlains of AnÃ³rien§!\n\nFounded in the year 3320 of the Second Age, AnÃ³rien, meaning 'Land of the Sun' is a temperate region laying between the White Mountains to the South, the Mering Stream to the West and the Entwash to the North. Its boundaries reach the Great River Anduin to the East. Fertile farmlands and soft woodlands stretch the land and it experienced settlement by men as early as the Elder Days. Some of the greatest works of NÃºmenÃ³rean architecture ever seen, such as Minas Tirith and Osgiliath, are located here.;x
anorien_woods;§gWoods of AnÃ³rien§!\n\nFounded in the year 3320 of the Second Age, AnÃ³rien, meaning 'Land of the Sun' is a temperate region laying between the White Mountains to the South, the Mering Stream to the West and the Entwash to the North. Its boundaries reach the Great River Anduin to the East. Fertile farmlands and soft woodlands stretch the land and it experienced settlement by men as early as the Elder Days. Some of the greatest works of NÃºmenÃ³rean architecture ever seen, such as Minas Tirith and Osgiliath, are located here.;x
osgiliath;§gOsgiliath§!\n\nThe city also known as the 'Citadel of the Stars' was founded at the End of the Second Era by AnÃ¡rion and Isildur at both shore banks of the Anduin and lies halfway between Minas Tirith and Minas Ithil. The city halves are connected via a great bridge that was expanded and enlargened over time as well as support for the Dome of the Stars housing the Osgiliath PalantÃ­ri. Some time after its founding it was designated as capital of the Kingdom of Gondor and Royal seat of kings, who would reign from the Great Hall. The decline of the city began, when the city was sacked during the Kin-strife year 1437 of the Third Age and years later the Great Plague 1636 TA marking the slow depopulation and eventual abandonment in 2475 TA after being overrun.;x
druadan_forest;§gDrÃºadan Forest§!\n\nThe small pine forest located in Southeast AnÃ³rien grew around the beacon-hill of Eilenach and is named after the indigenous inhabitants of wild-men. The Great Road straddles the Northern Outskirts of these woods and a small forgotten pathway leads through the southern part of it.;x
cair_andros;§gCair Andros§!\n\nA large narrow ship-shaped river island located in the middle of the Anduin holds a very important strategic position for whoever attempts to hold the banks of the Great River. At the northern tip the island ends in sharp rocks, that split the water like the bow of a ship creating the foam that serves as the namegiver of 'Ship of Long-foam'. During the Third Age fortications have been erected there that at some point were abandoned again.;x
minas_tirith;§gMinas Tirith§!\n\nOriginally founded by the name of Minas Anor - 'Tower of the Sun' in 3320 of the Second Age, holds a long unbroken history as the watchful guard looming over the fields of Pelennor and as the Bastion of Gondor against the numerous threats it faces. Situated on the Hill of the Guard at the "knee" of Mount Mindolluin, it consists of seven concentric layers that have gradually been expanded upon with a outer City Wall constructed of the same indestructible black rock of the Orthanc. At the top of the city lays the Citadel and the White Tree with a more recent addition of the White Tower. In TA 1636, the capital was moved from Osgiliath to Minas Anor under reasons of defensibility and slow desolation of former. Its name translates from Sindarin as 'Tower of Guard'.;x
pelennor_fields;§gPelennor Fields§!\n\n Outside of the two great cities, inbetween Minas Tirith and Osgiliath lie stretches of fertile farmland and hills dotted with townships and villages and since TA 2954 surrounded by the fortification of the Rammas Echor giving the lands the name Pelennor, meaning 'fenced land'. ;x
harlond_gondor;§gHarlond§!\n\nSome 4 to 5 miles south of the White City lies its harbour that allows for frequent waterway traffic with the Rest of Gondor and the World. It is protected by the Rammas Echor. Its name translates as 'Southern Haven'.;x
lossarnach;§gPlains of Lossarnach§!\n\nThe region directly south of AnÃ³rien, Lossarnach refers to the hills and flowery plains between the Celos and the Erui. This region is commonly visited by those living in AnÃ³rien for flower and fruit harvesting, in addition to vacations to experience the beauty. The region is so famed for its flowers, that is it named after them. Lossarnach is a mixed Sindarin-PrenÃºmenÃ³rean word meaning 'Flowery Arnach'.;x
imloth_melui;§gImloth Melui§!\n\nMeaning 'Sweet Flower-Valley', Imloth Melui was a mountain valley tucked away in the southern foothills of the White Mountains. Known for their roses, every year people from Minas Tirith would come here to harvest the flowers.;x
tumladen;§gTumladen§!\n\nA large valley along the road from Minas Tirith to Ethring, Tumladen holds the eastern border of Lebennin with Lossarnach. Meaning 'Wide Valley', the region is a mostly flat expanse, covering the land between the Celos and the Sirith;x
cliffside_mountains;§gCliffside Mountains of Tolfalas§!\n\nThe island of Tolfalas stands a lone beacon among the Bay of Belfalas. The significant island in the bay, its name means 'Island of the Shore' due to the island only being beach or mountain. During the Drowning of NÃºmenÃ³r and the coastal devastation that followed, the island was nearly destroyed, and only the mountains survived. Over the years since then, the Island has served as a military outpost for Gondor, as well as the Corsairs after the Kin-Strife, due to the strategic location within the bay.;x
henneth_annun;§gHenneth AnnÃ»n§!\n\nA small cave in the woods of Ithilien, Henneth AnnÃ»n, also known as the 'Window on the West' or the 'Window on the Sunset', was a hidden outpost for the Ithilien Rangers. Created in T.A. 2901 during Turgon II's reign, this outpost remained secret and saw usage throughout the War of the Ring. It was finally abandoned when the Rangers pulled out of Ithilien to protect Osgiliath.;x
ithilien_woods;§gWoods of Ithilien§!\n\nNamed for the original name of Minas Morgul, Minas Ithil, Ithilien is the 'Land of the Moon', and the eastern counterpart to AnÃ³rien. Given to Isildur to rule from Minas Ithil, Ithilien has had a troubled history. During the War of the Last Alliance, the region was captured by Sauron's Orcs, but was retaken with the end of the war.\n\nOver the Third Age, the region has seen countless invasions by the Haradrim, the Easterlings and Mordor Orcs. It has been steadily depopulating, and by T.A 2901, Gondor's illusion of control over the region was gone. By T.A 2954, the only inhabitants of th region were Mordor Orcs and the Ithilien Rangers and their descendants. Following the eruption of Mount Doom, those remaning fled the region, leaving the region nearly uncontested.;x
ithilduin;§gPlains of Ithilien§!\n\nNamed for the original name of Minas Morgul, Minas Ithil, Ithilien is the 'Land of the Moon', and the eastern counterpart to AnÃ³rien. Given to Isildur to rule from Minas Ithil, Ithilien has had a troubled history. During the War of the Last Alliance, the region was captured by Sauron's Orcs, but was retaken with the end of the war.\n\nOver the Third Age, the region has seen countless invasions by the Haradrim, the Easterlings and Mordor Orcs. It has been steadily depopulating, and by T.A 2901, Gondor's illusion of control over the reason was gone. By T.A 2954, the only inhabitants of th region were Mordor Orcs and the Ithilien Rangers and their descendants. Following the eruption of Mount Doom, those remaning fled the region, leaving the region nearly uncontested.;x
ithilien_hills;§gHills of Ithilien§!\n\nNamed for the original name of Minas Morgul, Minas Ithil, Ithilien is the 'Land of the Moon', and the eastern counterpart to AnÃ³rien. Given to Isildur to rule from Minas Ithil, Ithilien has had a troubled history. During the War of the Last Alliance, the region was captured by Sauron's Orcs, but was retaken with the end of the war.\n\nOver the Third Age, the region has seen countless invasions by the Haradrim, the Easterlings and Mordor Orcs. It has been steadily depopulating, and by T.A 2901, Gondor's illusion of control over the reason was gone. By T.A 2954, the only inhabitants of th region were Mordor Orcs and the Ithilien Rangers and their descendants. Following the eruption of Mount Doom, those remaning fled the region, leaving the region nearly uncontested.;x
ithilien_plains;§gPlains of Ithilien§!\n\nNamed for the original name of Minas Morgul, Minas Ithil, Ithilien is the 'Land of the Moon', and the eastern counterpart to AnÃ³rien. Given to Isildur to rule from Minas Ithil, Ithilien has had a troubled history. During the War of the Last Alliance, the region was captured by Sauron's Orcs, but was retaken with the end of the war.\n\nOver the Third Age, the region has seen countless invasions by the Haradrim, the Easterlings and Mordor Orcs. It has been steadily depopulating, and by T.A 2901, Gondor's illusion of control over the reason was gone. By T.A 2954, the only inhabitants of th region were Mordor Orcs and the Ithilien Rangers and their descendants. Following the eruption of Mount Doom, those remaning fled the region, leaving the region nearly uncontested.;x
pelargir;§gPelargir§!\n\nOne of the earliest NÃºmenÃ³rean settlements in Middle Earth, Pelargir was founded in S.A. 2350 as a haven of the Faithful. Always being a port settlement, Pelargir is the greatest port and harbor in Gondor. Gondor's navy is based out of Pelargir, and the Ship Kings built grand houses in and around the city, giving the city its meaning, 'Garth of Royal Ships'.;x
lebennin;§gFarmlands of Lebennin§!\n\nKnown for the Five Rivers of Lebennin, the Anduin, the Celos, the Sirith, the Serni and the Gilrain, Lebennin literally means 'Five Rivers'. These waterways dominate the region and define its borders. Behind AnÃ³rien, it is the most populous region of Gondor, and holds the largest port in the realm, Pelargir.;x
lamedon_plains;§gPlains of Lamedon§!\n\nBordered by the Morthond to the West, the White Mountains to the North and the Gilrain to the East, Lamedon is a land of river valleys and mountain foothills. One of the defining natural landmarks is the Tarlang mountains, which local legends say are the remains of a fallen Giant. It is a sparsely populated region, with the only major settlements, Calembel and Ethring, being centered along natural river crossings. Lamedon is a pre-NÃºmenorean name with no known translation.;x
lamedon_hills;§gHills of Tarnost§!\n\nBordered by the Morthond to the West, the White Mountains to the North and the Gilrain to the East, Lamedon is a land of river valleys and mountain foothills. One of the defining natural landmarks is the Tarlang mountains, which local legends say are the remains of a fallen Giant. It is a sparsely populated region, with the only major settlements, Calembel and Ethring, being centered along natural river crossings. Lamedon is a pre-NÃºmenorean name with no known translation.;x
ethring;§gEthring§!\n\nA small market town on the crossings of the RinglÃ³, Ethring is the center of trade for much of eastern Lamedon. Its location on the only major crossing of the RinglÃ³ additionally makes the town strategically important to the region. It is named for the river crossing, roughly translating to "cold crossing".;x
calembel;§gCalembel§!\n\nThe capital of Lamedon, Calembel is a town located on a small hill near the crossing of river Ciril. Its name translates to "Green Fence". Ironically enough, Calembel has no walls.;x
mornan_plains;§gPlains of Morthond Vale§!\n\nThe Morthond Vale, otherwise known as the Blackroot Vale, is the river valley around the Morthond River. The region is directly south of the Paths of the Dead, and is rumored to be haunted by Oathbreakers.\n\nThe region also holds cultural significance for Gondorians. The Black Stone of Erech was brought to Gondor by Isildur, and it was here where the Oathbreakers swore an oath to come to Gondor's aid should they be called.;x
mornan_hills;§gHills of Morthond Vale§!\n\nThe Morthond Vale, otherwise known as the Blackroot Vale, is the river valley around the Morthond River. The region is directly south of the Paths of the Dead, and is rumored to be haunted by Oathbreakers.\n\nThe region also holds cultural significance for Gondorians. The Black Stone of Erech was brought to Gondor by Isildur, and it was here where the Oathbreakers swore an oath to come to Gondor's aid should they be called.;x
mornan_woods;§gWoods of Morthond Vale§!\n\nThe Morthond Vale, otherwise known as the Blackroot Vale, is the river valley around the Morthond River. The region is directly south of the Paths of the Dead, and is rumored to be haunted by Oathbreakers.\n\nThe region also holds cultural significance for Gondorians. The Black Stone of Erech was brought to Gondor by Isildur, and it was here where the Oathbreakers swore an oath to come to Gondor's aid should they be called.;x
tarlang;§gMountains of Tarlang§!\n\nA southern spur of the White Mountains, the mountains of Tarlang are rumored to be the body of a Giant. Long in the past, the Giant Tarlang, who was carrying a large bag of stones, tripped and broke his neck. The other Giants did not move his body, so it was incorportad into the land. His head became the nothernmost peak, his neck the pass through the mountains, and the stones he was carrying the two southern peaks.;x
erech;§gErech§!\n\nErech is the Daen name given to the hill where the Stone of Erech lies. The name eventually came to represent the entire area around the Stone\n\nThe area was once heavily populated by Daen tribes. These men once swore an oath to Isildur, and upon breaking that oath, became the Oathbreakers. Despite now residing in the Paths of the Dead, they are still rumored to occasionally return to their homelands around Erech.;x
anfalas;§gPlains of Anfalas§!\n\nAnfalas, otherwise known as Lanstrand, is the coastal region between the Lefnui and the Morthond, south of the Pinnath Gelin. The region, being a long shore, and literally translating to "Long Shore", has been plagued by corsair invasions and raids.;x
pinnath_gelin_hills;§gHills of Pinnath Gelin§!\n\nPinnath Gelin, translated as "Green Hills" is a rolling highland between the southern slopes of the White Mountains and the shores of Anfalas. While technically a fiefdom at some points in Gondor's history, it generally is regarded as part of the Fiefdom of Anfalas.;x
pinnath_gelin_plains;§gPlains of Pinnath Gelin§!\n\nPinnath Gelin, translated as "Green Hills" is a rolling highland between the southern slopes of the White Mountains and the shores of Anfalas. While technically a fiefdom at some points in Gondor's history, it generally is regarded as part of the Fiefdom of Anfalas. The land is not too arable, and it predominantely used as a grazing ground for cattle, horses and sheep.;x
pinnath_gelin_woods;§gWoods of Pinnath Gelin§!\n\nPinnath Gelin, translated as "Green Hills" is a rolling highland between the southern slopes of the White Mountains and the shores of Anfalas. While technically a fiefdom at some points in Gondor's history, it generally is regarded as part of the Fiefdom of Anfalas.;x
andrast;§gPlains of Andrast§!\n\nAt the far reaches of Gondor, the White Mountains arc south, protruding the Sea of Belegaer by the cape of Andrast, literally meaning "Long Cape". Otherwise known as Ras Morthil, "Dark-horn Cape", the region is mostly forest and foothills of the White Mountains.;x
andrast_hills;§gHills of Andrast§!\n\nAt the far reaches of Gondor, the White Mountains arc south, protruding the Sea of Belegaer by the cape of Andrast, literally meaning "Long Cape". Otherwise known as Ras Morthil, "Dark-horn Cape", the region is mostly forest and foothills of the White Mountains.;x
andrast_woods;§gWoods of Andrast§!\n\nAt the far reaches of Gondor, the White Mountains arc south, protruding the Sea of Belegaer by the cape of Andrast, literally meaning "Long Cape". Otherwise known as Ras Morthil, "Dark-horn Cape", the region is mostly forest and foothills of the White Mountains.;x
cirith_aralanthir;§gCirith Aralanthir§!\n\nA small mountain pass at the base of the Andrast peninsula, Cirith Aralanthir is one of two passes through the southern arc of the White Mountains. Translated as "Pass of the Royal Waterfall", the pass is known for a series of small waterfalls.;x
druwaith_iaur;§gPlains of Druwaith Iaur§!\n\nDrÃºwaith Iaur, also known as Old PÃºkel Land, is a large plain north of the White Mountains on the western expanse of Gondor. This region was the original home of the DrÃºedain, who were dispersed by the original NÃºmenÃ³rean scouts and settlers.;x
druwaith_iaur_hills;§gHills of Druwaith Iaur§!\n\nDrÃºwaith Iaur, also known as Old PÃºkel Land, is a large plain north of the White Mountains on the western expanse of Gondor. This region was the original home of the DrÃºedain, who were dispersed by the original NÃºmenÃ³rean scouts and settlers.;x
druwaith_iaur_woods;§gWoods of Druwaith Iaur§!\n\nDrÃºwaith Iaur, also known as Old PÃºkel Land, is a large plain north of the White Mountains on the western expanse of Gondor. This region was the original home of the DrÃºedain, who were dispersed by the original NÃºmenÃ³rean scouts and settlers.;x
belfalas;§gHills of Belfalas§!\n\nThe land of Belfalas is a hilly and mountainous expanse between the Gilrain and RinglÃ³ rivers. In the center of the region lies the Ered Tarthonion, a southern spur of the White Mountains.\n\nThis region was one of the first colonized by NÃºmenÃ³rean settlers, and is still relatively densely populated today. Belfalas is also called Dor-en-Ernil, in reference to the ruler of the land, the Prince of Dol Amroth.;x
belfalas_plains;§gPlains of Belfalas§!\n\nThe land of Belfalas is a hilly and mountainous expanse between the Gilrain and RinglÃ³ rivers. In the center of the region lies the Ered Tarthonion, a southern spur of the White Mountains.\n\nThis region was one of the first colonized by NÃºmenÃ³rean settlers, and is still relatively densely populated today. Belfalas is also called Dor-en-Ernil, in reference to the ruler of the land, the Prince of Dol Amroth.;x
ered_tarthonion;§gEred Tarthonion§!\n\nEred Tarthonion, Sindarin for "Mountains of the Lofty Pines", is a southern arm of the White Mountains, with its foothills covering most of the region of Belfalas. There is only one major pass through these mountains, the Cirith Dudhrandir.;x
dol_amroth;§gDol Amroth§!\n\nDol Amroth is the most important city in Belfalas. Originally settled by Elves in the late First Age, they founded the port and the Tirith Aear, the Sea-ward Tower. Elves continued to move to the area throughout the Second and beginning of the Third Age. In the middle of the Second Age, NÃºmenÃ³rean colonists began to settle the region. In TA 1981, King Amroth, the former King of LÃ³rien was lost in the nearby waters, and the region officially began to be known as Dol Amroth, in honor of the fallen king.;x
nan_rochben;§gNan Rochben§!\n\nNan Rochben, Sindarin for "Knightly Vale", is a sparsely populated upland vale within the Ered Tarthonion. The land is not very arable, and instead, is used as great sheperding grounds.;x
edhellond;§gEdhellond§!\n\nEdhellond, the "Elf-Haven", is one of the oldest settlements in Gondor. It was founded by Sindar, fleeing the destruction of Morgoth in Beleriand. As time passed, more Elves moved to the region, and in SA 1697, ships began leaving for Valinor. By the end of the Third Age, almost all Elves had left, with only a small handful left to maintain the settlement.;x
harondor_steppes;§gSteppes of Harondor§!\n\nHarondor, also known as "South Gondor", is the land between the Poros to the north, the Harnen to the south, the Ephel DÃºath to the east, and the Bay of Belfalas to the west. The region is predominately a steppe, with some plains surrounding the highlands. The ownership of the land has been heavily contested, at some times controlled by Gondor, and at others, controlled by various Haradrim tribes, or even the Corsairs of Umbar.;x
harondor_plains;§gPlains of Harondor§!\n\nHarondor, also known as "South Gondor", was the land between the Poros to the north, the Harnen to the south, the Ephel DÃºath to the east, and the Bay of Belfalas to the west. The region is predominately a steppe, with some plains surrounding the highlands. The ownership of the land has been heavily contested, at some times controlled by Gondor, and at others, controlled by various Haradrim tribes, or even the Corsairs of Umbar.;x
barad_harn;§gBarad Harn§!\n\nBarad Harn, the Tower of the South, was one of the original NÃºmenÃ³rean settlements in Harondor. Over the years, it has has served as a major military outpost for Gondor, the Haradrim and the Corsairs.;x
gobel_mirlond;§gGobel Mirlond§!\n\nThe "Jewel-haven Town", Gobel Mirlond was the largest settlement between Umbar and Pelargir. While under Gondorian control, the settlement has served as the capital of the Harondor fiefdom. Like many of the other coastal settlements, Gobel Mirlond was originally a NÃºmenÃ³rean colony settled during the Second Age.;x
##########################;x }
##### HARAD TERRAINS #####;x {
##########################;x
oasis;§gOasis of Harad§!;x
umbarlands;§gPlains of Umbar§!;x
umbarland_hills;§gHills of Umbar§!;x
umbarland_coast;§gCoasts of Umbar§!;x
umbar;§gUmbar§!;x
ramlond;§gRamlond§!;x
erelond;§gErelond§!;x
ardumir;§gArdumir§!;x
blacksand_vale;§gPlains of Harad§!;x
ered_harmal;§gEred Harmal§!;x
gobel_ancalimon;§gPlains of Harad§!;x
haradwaith;§gHaradwaith§!;x
desert_of_khand;§gDesert of Khand§!;x
haz_azuhmeda;§gPlains of Harad§!;x
hron_tumrakhi;§gOasis of Khand§!;x
korb_traskal;§gPlains of Harad§!;x
maresh;§gPlains of Harad§!;x
harad_plains;§gPlains of Harad§!;x
harad_hills;§gHills of Harad§!;x
khand_plains;§gPlains of Khand§!;x
khand_steppes;§gSteppes of Khand§!;x
khand_hills;§gHills of Khand§!;x
east;§gPlains of the East§!;x
###########################;x }
##### MORDOR TERRAINS #####;x {
###########################;x
ash_mountain;§gEphel Dúath§!;x
barad_dur;§gBarad-dûr§!;x
barad_ungol;§gBarad Ungol§!;x
black_gate;§gMorannon§!;x
carach_angren;§gCarach Angren§!;x
cirith_ungol;§gCirith Ungol§!;x
durthang;§gDurthang§!;x
ered_lithui;§gEred Lithui§!;x
gorgoroth_ashlands;§gAshlands of Gorgoroth§!;x
lithlad;§gHills of Lithlad§!;x
minas_durlith;§gMinas Dûrlith§!;x
minas_morgul;§gImlad Morgûl§!;x
mount_doom;§gMount Doom§!;x
nan_ungol;§gNan Ungol§!;x
nurn;§gPlains of Núrn§!;x
nurngost;§gNurngost§!;x
seregost;§gSeregost§!;x
thaurband;§gThaurband§!;x
torech_ungol;§gTorech Ungol§!;x
udun;§gHills of Udûn§!;x
valley_of_the_fell_beasts;§gPlains of Núrn§!;x
##############################;x }
##### RHOVANION TERRAINS #####;x {
##############################;x
amon_lhaw;§gHills of Emyn Muil§!;x
dagorlad;§gPlains of Dagorlad§!;x
dead_marshes;§gMarshes of Dagorlad§!;x
emyn_muil;§gHills of Emyn Muil§!;x
uvanwaith;§gPlains of Uvanwaith§!;x
uvanwaith_hills;§gHills of Uvanwaith§!;x
dale;§gDale§!\n\nDale is a prosperous city situated in a picturesque valley, known for its rich history and vibrant trade. Located at the foot of the Lonely Mountain, it was once a bustling hub of commerce and culture.\n\nWhen Smaug descended upon Erebor, Dale was destroyed. Since Bard slew the Dragon, he and some of the people of Lake-Town have resettled the city, bring commerce back to the region.;x
esgaroth;§gEsgaroth§!\n\nEsgaroth, also known as Lake-town, is a unique city situated on the Long Lake. Built upon wooden platforms and connected by a network of canals, it floats upon the waters, providing a remarkable sight to behold.\n\nLocated at the confluence of the Celduin and the Forest River, the city enjoys a rich trade culture, which brings wares from all over the region.;x
gramavuld_plains;§gPlains of Gramavuld§!\n\nThe land of Gramavuld, Sindarin for the Land of the Grammas, is an expanse of rivers, plains and rollings hills that covers the land between the Celduin to the South, the Carnen to the East, the Iron Hills and Erebor to the north, and Mirkwood to the West. The vast majority of the populace are Northmen, who enjoy a rich trade culture due to the prominent river and roads that pass through the region.;x
gramavuld_hills;§gHills of Gramavuld§!\n\nThe land of Gramavuld, Sindarin for the Land of the Grammas, is an expanse of rivers, plains and rollings hills that covers the land between the Celduin to the South, the Carnen to the East, the Iron Hills and Erebor to the north, and Mirkwood to the West. The vast majority of the populace are Northmen, who enjoy a rich trade culture due to the prominent river and roads that pass through the region.;x
gramavuld_woods;§gWoods of Gramavuld§!\n\nThe land of Gramavuld, Sindarin for the Land of the Grammas, is an expanse of rivers, plains and rollings hills that covers the land between the Celduin to the South, the Carnen to the East, the Iron Hills and Erebor to the north, and Mirkwood to the West. The vast majority of the populace are Northmen, who enjoy a rich trade culture due to the prominent river and roads that pass through the region.;x
long_marshes;§gLong Marshes§!\n\nThe Long Marshes are a vast expanse of wetlands that stretch for miles, creating a unique and challenging terrain. This region is characterized by its marshy, waterlogged landscape, with a labyrinth of interconnecting marshes, swamps, and shallow bodies of water.\n\nFew live here, and there are rumors of a secret evil lurking within the water.;x
rhovanion_plains;§gPlains of Rhovanion§!;x
rhovanion_hills;§gHills of Rhovanion§!;x
rhovanion_forest;§gForests of Rhovanion§!;x
dorwinion_plains;§gPlains of Dorwinion§!;x
dorwinion_hills;§gHills of Dorwinion§!;x
dorwinion_forest;§gForests of Dorwinion§!;x
szrel_kain;§gSzrel Kain§!;x
pinnon_rhun;§gPinnon RhÃ»n§!;x
nurunk_khizdin;§gNurunk KhizdÃ­n§!;x
#########################;x }
##### RHUN TERRAINS #####;x {
#########################;x
mistrand;§gMistrand§!;x
lest;§gLest§!;x
dourband;§gDourband§!;x
rhun_plains;§gPlains of RhÃ»n§!;x
rhun_hills;§gHills of RhÃ»n§!;x
rhun_forest;§gForests of RhÃ»n§!;x
rhun_steppe;§gSteppes of RhÃ»n§!;x
#############################;x }
##### MIRKWOOD TERRAINS #####;x {
#############################;x
dol_guldur;§gDol Guldur§!;x
elvenkings_halls;§gElvenking's Halls§!;x
enchanted_vale;§gEnchanted Vale§!;x
guldur_outerlands;§gGuldur Outerlands§!;x
mirkwood_forest;§gForest of Mirkwood§!;x
mirkwood_hills;§gHills of Mirkwood§!;x
woodland_realm;§gForest of the Woodland Realm§!;x
woodmen_town;§gWoodmen-town§!;x
#######################################;x }
##### UPPER ANDIUN VALES TERRAINS #####;x {
#######################################;x
beorns_house;§gBeorn's House§!;x
caras_galadhon;§gCaras Galadhon§!;x
eagles_eyrie;§gEagles Eyrie§!;x
framsburg;§gFramsburg§!;x
goblin_town;§gGoblin-town§!;x
gollums_cave;§gGollum's Cave§!;x
gundabad;§gGundabad§!;x
gundabad_outskirts;§gGundabad Outskirts§!;x
lothlorien;§gForest of LothlÃ³rien§!;x
misty_mountains;§gMisty Mountains§!;x
moria;§gMoria§!;x
moria_east_gate;§gEast Gate of Moria§!;x
moria_west_gate;§gDoors of DÃºrin§!;x
rhosgobel;§gRhosgobel§!;x
upper_anduin_vale_plains;§gPlains of the Upper Anduin Vale§!;x
upper_anduin_vale_woods;§gForests of the Upper Anduin Vale§!;x
upper_anduin_vale_marsh;§gMarshes of the Upper Anduin Vale§!;x
#######################################;x }
##### LINDON & ERED LUIN TERRAINS #####;x {
#######################################;x
ered_luin;§gMountains of Ered Luin§!;x
belegost;§gBelegost§!;x
thorins_halls;§gThorin's Halls§!;x
ered_luin_foothills;§gEred Luin Foothills§!;x
nogrod;§gNogrod§!;x
forlond;§gForlond§!;x
harlond;§gHarlond§!;x
mithlond;§gMithlond§!;x
lindon_plains;§gPlains of Lindon§!;x
lindon_hills;§gHills of Lindon§!;x
lindon_woods;§gForests of Lindon§!;x
emyn_beriad;§gEmyn Beriad§!;x
###########################################;x }
##### GREY MOUNTAIN & EREBOR TERRAINS #####;x {
###########################################;x
ered_mithrin;§gMountains of Ered Mithrin§!;x
ered_mithrin_hills;§gEred Mithrin Foothills§!;x
nordinbad;§gNordinbad§!;x
dains_halls;§gDain's Halls§!;x
grey_mountains_narrows;§gEred Mithrin Narrows§!;x
withered_heath;§gHills of Withered Heath§!;x
